objective,is_optimal,inf_or_unb,feasible_found,node_count,total_time,dual_bound,gap,cb_total_time,opt_time,real_time
1.0,True,False,True,0.0,0.004790067672729492,1.0,0.0,0.002389192581176758,0.005079030990600586,0.010023117065429688
