objective,is_optimal,inf_or_unb,feasible_found,node_count,total_time,dual_bound,gap,cb_total_time,opt_time,real_time
3.0,True,False,True,1.0,0.005791902542114258,3.0,0.0,0.003076791763305664,0.006071329116821289,0.023349285125732422
